species,locus,accession,seq_len,sci_name,ncbi_name,ncbi_taxid,outgroup_status
Lepisorus_onoei,rps4,GQ256362,568,Lepisorus onoei (Franch. & Sav.) Ching,Lepisorus onoei (Franch. & Sav.) Ching,699684,in
Lepisorus_onoei,rps4-trnS,GQ256362,664,Lepisorus onoei (Franch. & Sav.) Ching,Lepisorus onoei (Franch. & Sav.) Ching,699684,in
Lepisorus_onoei,trnL-trnF,GQ256212,826,Lepisorus onoei (Franch. & Sav.) Ching,Lepisorus onoei (Franch. & Sav.) Ching,699684,in
Lepisorus_ovatus,plastome,MT130595,66888,"Lepisorus ovatus (C. Presl) C. F. Zhao, R. Wei & X. C. Zhang",Neocheiropteris ovata (Fee) Fraser-Jenk.,504320,in
Lepisorus_palmatopedatus,plastome,MH707375,67008,"Lepisorus palmatopedatus (Baker) C. F. Zhao, R. Wei & X. C. Zhang",Neocheiropteris palmatopedata (Baker) H.Christ,253767,in
Lepisorus_perrierianus,atpB,HQ712003,548,Lepisorus perrierianus (C. Chr.) Ching,Lepisorus perrierianus Ching,1124641,in
Lepisorus_perrierianus,rbcL,HQ711995,1251,Lepisorus perrierianus (C. Chr.) Ching,Lepisorus perrierianus Ching,1124641,in
Lepisorus_perrierianus,trnL-trnF,HQ712017,798,Lepisorus perrierianus (C. Chr.) Ching,Lepisorus perrierianus Ching,1124641,in
Lepisorus_platyrhynchos,rbcL,DQ642152,1316,Lepisorus platyrhynchos (J. Sm. ex Kunze) Li Wang,Lepisorus platyrhynchos (Kunze) Li Wang,392238,in
Lepisorus_platyrhynchos,rps4,DQ642190,565,Lepisorus platyrhynchos (J. Sm. ex Kunze) Li Wang,Lepisorus platyrhynchos (Kunze) Li Wang,392238,in
Lepisorus_platyrhynchos,rps4-trnS,DQ642190,560,Lepisorus platyrhynchos (J. Sm. ex Kunze) Li Wang,Lepisorus platyrhynchos (Kunze) Li Wang,392238,in
Lepisorus_platyrhynchos,trnL-trnF,DQ642233,281,Lepisorus platyrhynchos (J. Sm. ex Kunze) Li Wang,Lepisorus platyrhynchos (Kunze) Li Wang,392238,in
Lepisorus_pseudonudus,atpB,GQ256128,578,Lepisorus pseudonudus Ching,Lepisorus pseudonudus Ching,699686,in
Lepisorus_pseudonudus,rbcL,GQ256291,1267,Lepisorus pseudonudus Ching,Lepisorus pseudonudus Ching,699686,in
Lepisorus_pseudonudus,rps4,GQ256365,568,Lepisorus pseudonudus Ching,Lepisorus pseudonudus Ching,699686,in
Lepisorus_pseudonudus,rps4-trnS,GQ256365,668,Lepisorus pseudonudus Ching,Lepisorus pseudonudus Ching,699686,in
Lepisorus_pseudonudus,trnL-trnF,GQ256215,814,Lepisorus pseudonudus Ching,Lepisorus pseudonudus Ching,699686,in
Lepisorus_pseudoussuriensis,rbcL,EU482943,1323,Lepisorus pseudoussuriensis Tagawa,Lepisorus pseudoussuriensis Tagawa,504311,in
Lepisorus_pseudoussuriensis,trnL-trnF,EU483038,333,Lepisorus pseudoussuriensis Tagawa,Lepisorus pseudoussuriensis Tagawa,504311,in
Lepisorus_pyriformis,atpB,GU126703,578,"Lepisorus pyriformis (Ching) C. F. Zhao, R. Wei & X. C. Zhang",Lemmaphyllum pyriforme (Ching) Ching,690451,in
Lepisorus_pyriformis,rbcL,GU126695,1267,"Lepisorus pyriformis (Ching) C. F. Zhao, R. Wei & X. C. Zhang",Lemmaphyllum pyriforme (Ching) Ching,690451,in
Lepisorus_pyriformis,rps4,GU126714,568,"Lepisorus pyriformis (Ching) C. F. Zhao, R. Wei & X. C. Zhang",Lemmaphyllum pyriforme (Ching) Ching,690451,in
Lepisorus_pyriformis,rps4-trnS,GU126714,656,"Lepisorus pyriformis (Ching) C. F. Zhao, R. Wei & X. C. Zhang",Lemmaphyllum pyriforme (Ching) Ching,690451,in
Lepisorus_pyriformis,trnL-trnF,GU126725,817,"Lepisorus pyriformis (Ching) C. F. Zhao, R. Wei & X. C. Zhang",Lemmaphyllum pyriforme (Ching) Ching,690451,in
Lepisorus_rostratus,atpB,GU126705,578,"Lepisorus rostratus (Bedd.) C. F. Zhao, R. Wei & X. C. Zhang",Lemmaphyllum rostratum (Bedd.) Tagawa,690452,in
Lepisorus_rostratus,rbcL,GU126697,1267,"Lepisorus rostratus (Bedd.) C. F. Zhao, R. Wei & X. C. Zhang",Lemmaphyllum rostratum (Bedd.) Tagawa,690452,in
Lepisorus_rostratus,rps4,GU126716,567,"Lepisorus rostratus (Bedd.) C. F. Zhao, R. Wei & X. C. Zhang",Lemmaphyllum rostratum (Bedd.) Tagawa,690452,in
Lepisorus_rostratus,rps4-trnS,GU126716,656,"Lepisorus rostratus (Bedd.) C. F. Zhao, R. Wei & X. C. Zhang",Lemmaphyllum rostratum (Bedd.) Tagawa,690452,in
Lepisorus_rostratus,trnL-trnF,GU126727,822,"Lepisorus rostratus (Bedd.) C. F. Zhao, R. Wei & X. C. Zhang",Lemmaphyllum rostratum (Bedd.) Tagawa,690452,in
Lepisorus_schraderi,plastome,MW876329,67120,Lepisorus schraderi (Mett.) Ching,Lepisorus schraderi (Mett.) Ching,1124643,in
Lepisorus_scolopendrium,atpB,GQ256132,578,Lepisorus scolopendrium (Ching) Mehra & Bir,Lepisorus scolopendrius (Buch.-Ham. ex D.Don) Mehra & Bir,699688,in
Lepisorus_scolopendrium,rbcL,GQ256294,1267,Lepisorus scolopendrium (Ching) Mehra & Bir,Lepisorus scolopendrius (Buch.-Ham. ex D.Don) Mehra & Bir,699688,in
Lepisorus_scolopendrium,rps4,GQ256368,568,Lepisorus scolopendrium (Ching) Mehra & Bir,Lepisorus scolopendrius (Buch.-Ham. ex D.Don) Mehra & Bir,699688,in
Lepisorus_scolopendrium,rps4-trnS,GQ256368,655,Lepisorus scolopendrium (Ching) Mehra & Bir,Lepisorus scolopendrius (Buch.-Ham. ex D.Don) Mehra & Bir,699688,in
Lepisorus_scolopendrium,trnL-trnF,GQ256219,821,Lepisorus scolopendrium (Ching) Mehra & Bir,Lepisorus scolopendrius (Buch.-Ham. ex D.Don) Mehra & Bir,699688,in
Lepisorus_sinensis,atpB,GQ256134,578,Lepisorus sinensis (Christ) Ching,Lepisorus sinensis (H.Christ) Ching,699689,in
Lepisorus_sinensis,matK,MT169795,1240,Lepisorus sinensis (Christ) Ching,Lepisorus sinensis (H.Christ) Ching,699689,in
Lepisorus_sinensis,rbcL,MT169819,1324,Lepisorus sinensis (Christ) Ching,Lepisorus sinensis (H.Christ) Ching,699689,in
Lepisorus_sinensis,rps4,MT169889,574,Lepisorus sinensis (Christ) Ching,Lepisorus sinensis (H.Christ) Ching,699689,in
Lepisorus_sinensis,rps4-trnS,GQ256370,648,Lepisorus sinensis (Christ) Ching,Lepisorus sinensis (H.Christ) Ching,699689,in
Lepisorus_sinensis,trnL-trnF,MT169927,852,Lepisorus sinensis (Christ) Ching,Lepisorus sinensis (H.Christ) Ching,699689,in
Lepisorus_sordidus,atpB,GQ256136,578,Lepisorus sordidus (C. Chr.) Ching,Lepisorus sordidus (C.Chr.) Ching,699690,in
Lepisorus_sordidus,rbcL,GQ256298,1267,Lepisorus sordidus (C. Chr.) Ching,Lepisorus sordidus (C.Chr.) Ching,699690,in
Lepisorus_sordidus,rps4,GQ256372,568,Lepisorus sordidus (C. Chr.) Ching,Lepisorus sordidus (C.Chr.) Ching,699690,in
Lepisorus_sordidus,rps4-trnS,GQ256372,649,Lepisorus sordidus (C. Chr.) Ching,Lepisorus sordidus (C.Chr.) Ching,699690,in
Lepisorus_sordidus,trnL-trnF,GQ256223,819,Lepisorus sordidus (C. Chr.) Ching,Lepisorus sordidus (C.Chr.) Ching,699690,in
Lepisorus_soulieanus,atpB,GQ256163,578,Lepisorus soulieanus (Christ) Ching & S. K. Wu,Lepisorus soulieanus (Christ) Ching & S.K.Wu,699703,in
Lepisorus_soulieanus,rbcL,GQ256321,1267,Lepisorus soulieanus (Christ) Ching & S. K. Wu,Lepisorus soulieanus (Christ) Ching & S.K.Wu,699703,in
Lepisorus_soulieanus,rps4,GQ256399,568,Lepisorus soulieanus (Christ) Ching & S. K. Wu,Lepisorus soulieanus (Christ) Ching & S.K.Wu,699703,in
Lepisorus_soulieanus,rps4-trnS,GQ256399,656,Lepisorus soulieanus (Christ) Ching & S. K. Wu,Lepisorus soulieanus (Christ) Ching & S.K.Wu,699703,in
Lepisorus_soulieanus,trnL-trnF,GQ256249,817,Lepisorus soulieanus (Christ) Ching & S. K. Wu,Lepisorus soulieanus (Christ) Ching & S.K.Wu,699703,in
Lepisorus_spicatus,plastome,MW876330,67013,Lepisorus spicatus (L. fil.) Li Wang,Lepisorus spicatus (L.f.) Li Wang,392239,in
Lepisorus_squamatus,atpB,GU126699,578,"Lepisorus squamatus (A. R. Sm. & X. C. Zhang) C. F. Zhao, R. Wei & X. C. Zhang",Lemmaphyllum squamatum (A.R.Sm. & X.C.Zhang) Li Wang,690448,in
Lepisorus_squamatus,rbcL,GU126692,1267,"Lepisorus squamatus (A. R. Sm. & X. C. Zhang) C. F. Zhao, R. Wei & X. C. Zhang",Lemmaphyllum squamatum (A.R.Sm. & X.C.Zhang) Li Wang,690448,in
Lepisorus_squamatus,rps4,GU126710,568,"Lepisorus squamatus (A. R. Sm. & X. C. Zhang) C. F. Zhao, R. Wei & X. C. Zhang",Lemmaphyllum squamatum (A.R.Sm. & X.C.Zhang) Li Wang,690448,in
Lepisorus_squamatus,rps4-trnS,GU126710,691,"Lepisorus squamatus (A. R. Sm. & X. C. Zhang) C. F. Zhao, R. Wei & X. C. Zhang",Lemmaphyllum squamatum (A.R.Sm. & X.C.Zhang) Li Wang,690448,in
Lepisorus_squamatus,trnL-trnF,GU126721,818,"Lepisorus squamatus (A. R. Sm. & X. C. Zhang) C. F. Zhao, R. Wei & X. C. Zhang",Lemmaphyllum squamatum (A.R.Sm. & X.C.Zhang) Li Wang,690448,in
Lepisorus_subconfluens,atpB,GQ256137,578,Lepisorus subconfluens Ching,Lepisorus subconfluens Ching,699692,in
Lepisorus_subconfluens,rbcL,GQ256299,1267,Lepisorus subconfluens Ching,Lepisorus subconfluens Ching,699692,in
Lepisorus_subconfluens,rps4,GQ256373,568,Lepisorus subconfluens Ching,Lepisorus subconfluens Ching,699692,in
Lepisorus_subconfluens,rps4-trnS,GQ256373,648,Lepisorus subconfluens Ching,Lepisorus subconfluens Ching,699692,in
Lepisorus_subconfluens,trnL-trnF,GQ256224,819,Lepisorus subconfluens Ching,Lepisorus subconfluens Ching,699692,in
Lepisorus_subhemionitideus,atpB,GU126701,578,"Lepisorus subhemionitideus (Christ) C. F. Zhao, R. Wei & X. C. Zhang",Lepidomicrosorium subhemionitideum (Christ) P.S.Wang,690454,in
Lepisorus_subhemionitideus,rbcL,GU126693,1267,"Lepisorus subhemionitideus (Christ) C. F. Zhao, R. Wei & X. C. Zhang",Lepidomicrosorium subhemionitideum (Christ) P.S.Wang,690454,in
Lepisorus_subhemionitideus,rps4,GU126712,568,"Lepisorus subhemionitideus (Christ) C. F. Zhao, R. Wei & X. C. Zhang",Lepidomicrosorium subhemionitideum (Christ) P.S.Wang,690454,in
Lepisorus_subhemionitideus,rps4-trnS,GU126712,656,"Lepisorus subhemionitideus (Christ) C. F. Zhao, R. Wei & X. C. Zhang",Lepidomicrosorium subhemionitideum (Christ) P.S.Wang,690454,in
Lepisorus_subhemionitideus,trnL-trnF,GU126723,818,"Lepisorus subhemionitideus (Christ) C. F. Zhao, R. Wei & X. C. Zhang",Lepidomicrosorium subhemionitideum (Christ) P.S.Wang,690454,in
Lepisorus_sublinearis,atpB,GQ256139,578,Lepisorus sublinearis (Baker ex Takeda) Ching,Lepisorus sublinearis (Baker ex Takeda) Ching,699693,in
Lepisorus_sublinearis,rbcL,GQ256301,1267,Lepisorus sublinearis (Baker ex Takeda) Ching,Lepisorus sublinearis (Baker ex Takeda) Ching,699693,in
Lepisorus_sublinearis,rps4,GQ256375,568,Lepisorus sublinearis (Baker ex Takeda) Ching,Lepisorus sublinearis (Baker ex Takeda) Ching,699693,in
Lepisorus_sublinearis,rps4-trnS,GQ256375,657,Lepisorus sublinearis (Baker ex Takeda) Ching,Lepisorus sublinearis (Baker ex Takeda) Ching,699693,in
Lepisorus_sublinearis,trnL-trnF,GQ256226,823,Lepisorus sublinearis (Baker ex Takeda) Ching,Lepisorus sublinearis (Baker ex Takeda) Ching,699693,in
Lepisorus_suboligolepidus,plastome,MT130652,67220,Lepisorus suboligolepidus Ching,Lepisorus suboligolepidus Ching,699694,in
Lepisorus_subsessilis,atpB,GQ256141,578,Lepisorus subsessilis Ching & Y. X. Lin,Lepisorus subsessilis Ching ex Y.X.Lin,699695,in
Lepisorus_subsessilis,rps4,GQ256377,568,Lepisorus subsessilis Ching & Y. X. Lin,Lepisorus subsessilis Ching ex Y.X.Lin,699695,in
Lepisorus_subsessilis,rps4-trnS,GQ256377,656,Lepisorus subsessilis Ching & Y. X. Lin,Lepisorus subsessilis Ching ex Y.X.Lin,699695,in
Lepisorus_subsessilis,trnL-trnF,GQ256228,823,Lepisorus subsessilis Ching & Y. X. Lin,Lepisorus subsessilis Ching ex Y.X.Lin,699695,in
Lepisorus_superficialis,plastome,MT130546,66920,"Lepisorus superficialis (Blume) C. F. Zhao, R. Wei & X. C. Zhang",Lepidomicrosorium superficiale (Blume) Li Wang,253768,in
Lepisorus_thaipaiensis,atpB,GQ256142,578,Lepisorus thaipaiensis Ching & S. K. Wu,Lepisorus thaipaiensis Ching & S.K.Wu,699696,in
Lepisorus_thaipaiensis,rbcL,GQ256302,1267,Lepisorus thaipaiensis Ching & S. K. Wu,Lepisorus thaipaiensis Ching & S.K.Wu,699696,in
Lepisorus_thaipaiensis,rps4,GQ256378,568,Lepisorus thaipaiensis Ching & S. K. Wu,Lepisorus thaipaiensis Ching & S.K.Wu,699696,in
Lepisorus_thaipaiensis,rps4-trnS,GQ256378,656,Lepisorus thaipaiensis Ching & S. K. Wu,Lepisorus thaipaiensis Ching & S.K.Wu,699696,in
Lepisorus_thaipaiensis,trnL-trnF,GQ256229,818,Lepisorus thaipaiensis Ching & S. K. Wu,Lepisorus thaipaiensis Ching & S.K.Wu,699696,in
Lepisorus_thunbergianus,atpA,MT137061,282,Lepisorus thunbergianus (Kaulf.) Ching,Lepisorus thunbergianus (Kaulf.) Ching,32163,in
Lepisorus_thunbergianus,atpB,MT137062,656,Lepisorus thunbergianus (Kaulf.) Ching,Lepisorus thunbergianus (Kaulf.) Ching,32163,in
Lepisorus_thunbergianus,matK,MT137063,820,Lepisorus thunbergianus (Kaulf.) Ching,Lepisorus thunbergianus (Kaulf.) Ching,32163,in
Lepisorus_thunbergianus,rbcL,MT137054,1062,Lepisorus thunbergianus (Kaulf.) Ching,Lepisorus thunbergianus (Kaulf.) Ching,32163,in
Lepisorus_thunbergianus,rps4,MT137057,542,Lepisorus thunbergianus (Kaulf.) Ching,Lepisorus thunbergianus (Kaulf.) Ching,32163,in
Lepisorus_thunbergianus,rps4-trnS,MT137057,611,Lepisorus thunbergianus (Kaulf.) Ching,Lepisorus thunbergianus (Kaulf.) Ching,32163,in
Lepisorus_thunbergianus,trnL-trnF,MT137059,496,Lepisorus thunbergianus (Kaulf.) Ching,Lepisorus thunbergianus (Kaulf.) Ching,32163,in
Lepisorus_tibeticus,atpB,GQ256147,578,Lepisorus tibeticus Ching & S. K. Wu,Lepisorus tibeticus Ching & S.K.Wu,699697,in
Lepisorus_tibeticus,rbcL,GQ256307,1267,Lepisorus tibeticus Ching & S. K. Wu,Lepisorus tibeticus Ching & S.K.Wu,699697,in
Lepisorus_tibeticus,rps4,GQ256383,568,Lepisorus tibeticus Ching & S. K. Wu,Lepisorus tibeticus Ching & S.K.Wu,699697,in
Lepisorus_tibeticus,rps4-trnS,GQ256383,647,Lepisorus tibeticus Ching & S. K. Wu,Lepisorus tibeticus Ching & S.K.Wu,699697,in
Lepisorus_tibeticus,trnL-trnF,GQ256234,819,Lepisorus tibeticus Ching & S. K. Wu,Lepisorus tibeticus Ching & S.K.Wu,699697,in
Lepisorus_tosaensis,atpB,GQ256149,578,Lepisorus tosaensis (Makino) H. Itô,Lepisorus tosaensis (Makino) H.Ito,699698,in
Lepisorus_tosaensis,rbcL,GQ256309,1267,Lepisorus tosaensis (Makino) H. Itô,Lepisorus tosaensis (Makino) H.Ito,699698,in
Lepisorus_tosaensis,rps4,GQ256385,568,Lepisorus tosaensis (Makino) H. Itô,Lepisorus tosaensis (Makino) H.Ito,699698,in
Lepisorus_tosaensis,rps4-trnS,GQ256385,647,Lepisorus tosaensis (Makino) H. Itô,Lepisorus tosaensis (Makino) H.Ito,699698,in
Lepisorus_tosaensis,trnL-trnF,GQ256236,819,Lepisorus tosaensis (Makino) H. Itô,Lepisorus tosaensis (Makino) H.Ito,699698,in
Lepisorus_triglossus,atpB,HQ597024,576,"Lepisorus triglossus (Baker) C. F. Zhao, R. Wei & X. C. Zhang",Neocheiropteris triglossa (Baker) Ching,1034789,in
Lepisorus_triglossus,rbcL,HQ597010,1266,"Lepisorus triglossus (Baker) C. F. Zhao, R. Wei & X. C. Zhang",Neocheiropteris triglossa (Baker) Ching,1034789,in
Lepisorus_triglossus,trnL-trnF,HQ597019,819,"Lepisorus triglossus (Baker) C. F. Zhao, R. Wei & X. C. Zhang",Neocheiropteris triglossa (Baker) Ching,1034789,in
Lepisorus_uchiyamae,atpB,GQ256150,578,Lepisorus uchiyamae (Makino) H. Itô,Lepisorus uchiyamae (Makino) H.Ito,699699,in
Lepisorus_uchiyamae,rbcL,GQ256310,1267,Lepisorus uchiyamae (Makino) H. Itô,Lepisorus uchiyamae (Makino) H.Ito,699699,in
Lepisorus_uchiyamae,rps4,GQ256386,568,Lepisorus uchiyamae (Makino) H. Itô,Lepisorus uchiyamae (Makino) H.Ito,699699,in
Lepisorus_uchiyamae,rps4-trnS,GQ256386,651,Lepisorus uchiyamae (Makino) H. Itô,Lepisorus uchiyamae (Makino) H.Ito,699699,in
Lepisorus_uchiyamae,trnL-trnF,GQ256237,816,Lepisorus uchiyamae (Makino) H. Itô,Lepisorus uchiyamae (Makino) H.Ito,699699,in
Lepisorus_ussuriensis,atpB,GQ256151,578,Lepisorus ussuriensis (Regel & Mack.) Ching,Lepisorus ussuriensis (Regel & Maack) Ching,699700,in
Lepisorus_ussuriensis,rbcL,GQ256311,1267,Lepisorus ussuriensis (Regel & Mack.) Ching,Lepisorus ussuriensis (Regel & Maack) Ching,699700,in
Lepisorus_ussuriensis,rps4,GQ256387,568,Lepisorus ussuriensis (Regel & Mack.) Ching,Lepisorus ussuriensis (Regel & Maack) Ching,699700,in
Lepisorus_ussuriensis,rps4-trnS,GQ256387,647,Lepisorus ussuriensis (Regel & Mack.) Ching,Lepisorus ussuriensis (Regel & Maack) Ching,699700,in
Lepisorus_ussuriensis,trnL-trnF,GQ256238,826,Lepisorus ussuriensis (Regel & Mack.) Ching,Lepisorus ussuriensis (Regel & Maack) Ching,699700,in
Lepisorus_validinervis,atpA,MH664989,987,Lepisorus validinervis (Kunze) Li Wang,Lepisorus validinervis (Kunze) Li Wang,2558199,in
Lepisorus_validinervis,atpB,MH665005,660,Lepisorus validinervis (Kunze) Li Wang,Lepisorus validinervis (Kunze) Li Wang,2558199,in
Lepisorus_validinervis,matK,MH665019,800,Lepisorus validinervis (Kunze) Li Wang,Lepisorus validinervis (Kunze) Li Wang,2558199,in
Lepisorus_validinervis,rbcL,MH665031,1226,Lepisorus validinervis (Kunze) Li Wang,Lepisorus validinervis (Kunze) Li Wang,2558199,in
Lepisorus_validinervis,rps4,MH665093,542,Lepisorus validinervis (Kunze) Li Wang,Lepisorus validinervis (Kunze) Li Wang,2558199,in
Lepisorus_validinervis,rps4-trnS,MH665093,628,Lepisorus validinervis (Kunze) Li Wang,Lepisorus validinervis (Kunze) Li Wang,2558199,in
Lepisorus_validinervis,trnL-trnF,MH665160,789,Lepisorus validinervis (Kunze) Li Wang,Lepisorus validinervis (Kunze) Li Wang,2558199,in
Lepisorus_venosus,rbcL,MT169838,1297,Lepisorus venosus (Ching) comb. ined.,Tricholepidium venosum Ching,2723943,in
Lepisorus_venosus,rps4,MT169907,570,Lepisorus venosus (Ching) comb. ined.,Tricholepidium venosum Ching,2723943,in
Lepisorus_venosus,rps4-trnS,MT169907,611,Lepisorus venosus (Ching) comb. ined.,Tricholepidium venosum Ching,2723943,in
Lepisorus_venosus,trnL-trnF,MT169946,845,Lepisorus venosus (Ching) comb. ined.,Tricholepidium venosum Ching,2723943,in
Lepisorus_waltonii,plastome,MK287776,67132,Lepisorus waltonii (Ching) S. L. Yu,Lepisorus waltonii (Ching) S.L.Yu,253751,in
Lepisorus_yamaokae,rbcL,AB575271,1205,Lepisorus yamaokae Seriz. ined.,Lepisorus yamaokae,2614474,in
Lepisorus_zippelii,atpA,MH113553,974,"Lepisorus zippelii (Blume) C. F. Zhao, R. Wei & X. C. Zhang",Neolepisorus zippelii (Blume) Li Wang,341476,in
Lepisorus_zippelii,atpB,MH175523,660,"Lepisorus zippelii (Blume) C. F. Zhao, R. Wei & X. C. Zhang",Neolepisorus zippelii (Blume) Li Wang,341476,in
Lepisorus_zippelii,matK,MH113620,839,"Lepisorus zippelii (Blume) C. F. Zhao, R. Wei & X. C. Zhang",Neolepisorus zippelii (Blume) Li Wang,341476,in
Lepisorus_zippelii,rbcL,MH051188,661,"Lepisorus zippelii (Blume) C. F. Zhao, R. Wei & X. C. Zhang",Neolepisorus zippelii (Blume) Li Wang,341476,in
Lepisorus_zippelii,rps4,MH113487,542,"Lepisorus zippelii (Blume) C. F. Zhao, R. Wei & X. C. Zhang",Neolepisorus zippelii (Blume) Li Wang,341476,in
Lepisorus_zippelii,rps4-trnS,MH113487,629,"Lepisorus zippelii (Blume) C. F. Zhao, R. Wei & X. C. Zhang",Neolepisorus zippelii (Blume) Li Wang,341476,in
Lepisorus_zippelii,trnL-trnF,MH113520,741,"Lepisorus zippelii (Blume) C. F. Zhao, R. Wei & X. C. Zhang",Neolepisorus zippelii (Blume) Li Wang,341476,in
Leptochilus_axillaris,atpB,JX103657,654,Leptochilus axillaris (Cav.) Kaulf.,Leptochilus axillaris (Cav.) Kaulf.,504312,in
Leptochilus_axillaris,rbcL,JX103699,1178,Leptochilus axillaris (Cav.) Kaulf.,Leptochilus axillaris (Cav.) Kaulf.,504312,in
Leptochilus_axillaris,rps4,JX103741,542,Leptochilus axillaris (Cav.) Kaulf.,Leptochilus axillaris (Cav.) Kaulf.,504312,in
Leptochilus_axillaris,rps4-trnS,JX103741,628,Leptochilus axillaris (Cav.) Kaulf.,Leptochilus axillaris (Cav.) Kaulf.,504312,in
Leptochilus_axillaris,trnL-trnF,JX103783,221,Leptochilus axillaris (Cav.) Kaulf.,Leptochilus axillaris (Cav.) Kaulf.,504312,in
Leptochilus_cantoniensis,rbcL,MT137055,1236,Leptochilus cantoniensis (Baker) Ching,Leptochilus cantoniensis (Baker) Ching,493400,in
Leptochilus_cantoniensis,rps4,MH665095,542,Leptochilus cantoniensis (Baker) Ching,Leptochilus cantoniensis (Baker) Ching,493400,in
Leptochilus_cantoniensis,rps4-trnS,MH665095,638,Leptochilus cantoniensis (Baker) Ching,Leptochilus cantoniensis (Baker) Ching,493400,in
Leptochilus_cantoniensis,trnL-trnF,MH665162,529,Leptochilus cantoniensis (Baker) Ching,Leptochilus cantoniensis (Baker) Ching,493400,in
Leptochilus_chingii,atpB,MH768380,1149,Leptochilus chingii Liang Zhang & Li Bing Zhang,Leptochilus chingii Liang Zhang & Li Bing Zhang,2510559,in
Leptochilus_chingii,rbcL,MH768437,1271,Leptochilus chingii Liang Zhang & Li Bing Zhang,Leptochilus chingii Liang Zhang & Li Bing Zhang,2510559,in
Leptochilus_chingii,rps4,MH768502,574,Leptochilus chingii Liang Zhang & Li Bing Zhang,Leptochilus chingii Liang Zhang & Li Bing Zhang,2510559,in
Leptochilus_chingii,rps4-trnS,MH768502,533,Leptochilus chingii Liang Zhang & Li Bing Zhang,Leptochilus chingii Liang Zhang & Li Bing Zhang,2510559,in
Leptochilus_chingii,trnL-trnF,MH768565,844,Leptochilus chingii Liang Zhang & Li Bing Zhang,Leptochilus chingii Liang Zhang & Li Bing Zhang,2510559,in
Leptochilus_decurrens,plastome,MW876331,66895,Leptochilus decurrens Blume,Leptochilus decurrens Blume,194891,in
Leptochilus_digitatus,atpA,MH113528,989,Leptochilus digitatus (Baker) Noot.,Leptochilus digitatus (Baker) Noot.,493388,in
Leptochilus_digitatus,atpB,MH113561,669,Leptochilus digitatus (Baker) Noot.,Leptochilus digitatus (Baker) Noot.,493388,in
Leptochilus_digitatus,matK,MH113594,840,Leptochilus digitatus (Baker) Noot.,Leptochilus digitatus (Baker) Noot.,493388,in
Leptochilus_digitatus,rbcL,MH051162,1004,Leptochilus digitatus (Baker) Noot.,Leptochilus digitatus (Baker) Noot.,493388,in
Leptochilus_digitatus,rps4,MH113461,542,Leptochilus digitatus (Baker) Noot.,Leptochilus digitatus (Baker) Noot.,493388,in
Leptochilus_digitatus,rps4-trnS,MH113461,640,Leptochilus digitatus (Baker) Noot.,Leptochilus digitatus (Baker) Noot.,493388,in
Leptochilus_digitatus,trnL-trnF,MH113495,486,Leptochilus digitatus (Baker) Noot.,Leptochilus digitatus (Baker) Noot.,493388,in
Leptochilus_dissimilialatus,atpB,MH768359,1151,Leptochilus dissimilialatus (Bonap.) Liang Zhang & Li Bing Zhang,Leptochilus dissimilialatus (Bonap.) Liang Zhang & Li Bing Zhang,2510560,in
Leptochilus_dissimilialatus,rbcL,MH768419,1271,Leptochilus dissimilialatus (Bonap.) Liang Zhang & Li Bing Zhang,Leptochilus dissimilialatus (Bonap.) Liang Zhang & Li Bing Zhang,2510560,in
Leptochilus_dissimilialatus,rps4,MH768481,574,Leptochilus dissimilialatus (Bonap.) Liang Zhang & Li Bing Zhang,Leptochilus dissimilialatus (Bonap.) Liang Zhang & Li Bing Zhang,2510560,in
Leptochilus_dissimilialatus,rps4-trnS,MH768481,576,Leptochilus dissimilialatus (Bonap.) Liang Zhang & Li Bing Zhang,Leptochilus dissimilialatus (Bonap.) Liang Zhang & Li Bing Zhang,2510560,in
Leptochilus_dissimilialatus,trnL-trnF,MH768547,845,Leptochilus dissimilialatus (Bonap.) Liang Zhang & Li Bing Zhang,Leptochilus dissimilialatus (Bonap.) Liang Zhang & Li Bing Zhang,2510560,in
Leptochilus_ellipticus,plastome,MW876332,66965,Leptochilus ellipticus (Thunb.) Noot.,Leptochilus ellipticus (Thunb.) Noot.,493389,in
Leptochilus_evrardii,atpB,MH768399,1151,Leptochilus evrardii (Tardieu) Liang Zhang & Li Bing Zhang,Leptochilus evrardii (Tardieu) Liang Zhang & Li Bing Zhang,2510561,in
